dealUniqueId,fromCurrency,toCurrency,dealTimeStamp,dealAmount
DEALID64061,NGN,CNY,14-Feb-11,dsfsfds
DEALID64062,NIO,COP,15-Feb-11,`333#dfdsfs
DEALID64063,NOK,COU,16-Feb-11,dsfdsf
DEALID64064,NPR,CRC,17-Feb-11,
DEALID64065,NZD,CUC,18-Feb-11,
DEALID64066,OMR,CUP,19-Feb-11,sdfds
DEALID64067,PAB,CVE,20-Feb-11,
DEALID64068,PEN,CZK,21-Feb-11,
DEALID64069,PGK,DJF,22-Feb-11,sdfds
DEALID64070,PHP,DKK,23-Feb-11,
DEALID64071,PKR,DOP,24-Feb-11,
DEALID64072,PLN,DZD,25-Feb-11,sdfsd
DEALID64073,PYG,EGP,26-Feb-11,
DEALID64074,QAR,ERN,27-Feb-11,dada
DEALID64075,RON,ETB,28-Feb-11,dsfdsfd
DEALID64076,RSD,EUR,01-Mar-11,1183
DEALID64077,RUB,FJD,02-Mar-11,1183
DEALID64078,RWF,FKP,03-Mar-11,1183
DEALID64079,SAR,GBP,04-Mar-11,1183
DEALID64080,SBD,GEL,05-Mar-11,1183
DEALID64081,SCR,GHS,06-Mar-11,1183
DEALID64082,SDG,GIP,07-Mar-11,1183
DEALID64083,SEK,GMD,08-Mar-11,1183
DEALID64084,SGD,GNF,09-Mar-11,1183
DEALID64085,SHP,GTQ,10-Mar-11,1183
DEALID64086,SLL,GYD,11-Mar-11,1183
DEALID64087,SOS,HKD,12-Mar-11,1183
DEALID64088,SRD,HNL,13-Mar-11,1183
DEALID64089,SSP,HRK,14-Mar-11,1183
DEALID64090,STD,HTG,15-Mar-11,1183
DEALID64091,SVC,HUF,16-Mar-11,1183
DEALID64092,SYP,IDR,17-Mar-11,1183
DEALID64093,SZL,ILS,18-Mar-11,1183
DEALID64094,THB,INR,19-Mar-11,1183
DEALID64095,TJS,IQD,20-Mar-11,1183
DEALID64096,TMT,IRR,21-Mar-11,1183
DEALID64097,TND,ISK,22-Mar-11,1183
DEALID64098,TOP,JMD,23-Mar-11,1183
DEALID64099,TRY,JOD,24-Mar-11,1183
DEALID64100,TTD,JPY,25-Mar-11,1183
DEALID64101,TWD,KES,26-Mar-11,1183
DEALID64102,TZS,KGS,27-Mar-11,1183
DEALID64103,UAH,KHR,28-Mar-11,1183
DEALID64104,UGX,KMF,29-Mar-11,1183
DEALID64105,USD,KPW,30-Mar-11,1183
DEALID64106,USN,KRW,31-Mar-11,1183
DEALID64107,UYI,KWD,01-Apr-11,1183
DEALID64108,UYU,KYD,02-Apr-11,1183
DEALID64109,UZS,KZT,03-Apr-11,1183
DEALID64110,VEF,LAK,04-Apr-11,1183
DEALID64111,VND,LBP,05-Apr-11,1183
DEALID64112,VUV,LKR,06-Apr-11,1183
DEALID64113,WST,LRD,07-Apr-11,1183
DEALID64114,XAF,LSL,08-Apr-11,1183
DEALID64115,XAG,LYD,09-Apr-11,1183
DEALID64116,XAU,MAD,10-Apr-11,1183
DEALID64117,XBA,MDL,11-Apr-11,1183
DEALID64118,XBB,MGA,12-Apr-11,1183
DEALID64119,XBC,MKD,13-Apr-11,1183
DEALID64120,XBD,MMK,14-Apr-11,1183
DEALID64121,XCD,MNT,15-Apr-11,1183
DEALID64122,XDR,MOP,16-Apr-11,1183
DEALID64123,XOF,MRO,17-Apr-11,1183
DEALID64124,XPD,MUR,18-Apr-11,1183
DEALID64125,XPF,MVR,19-Apr-11,1183
DEALID64126,XPT,MWK,20-Apr-11,1183
DEALID64127,XSU,MXN,21-Apr-11,1183
DEALID64128,XTS,MXV,22-Apr-11,1183
DEALID64129,XUA,MYR,23-Apr-11,1183
DEALID64130,XXX,MZN,24-Apr-11,1183
DEALID64131,YER,NAD,25-Apr-11,1183
DEALID64132,ZAR,NGN,26-Apr-11,1183
DEALID64133,ZMW,NIO,27-Apr-11,1183
DEALID64134,ZWL,NOK,28-Apr-11,1183
DEALID64135,,NPR,29-Apr-11,1183
DEALID64136,,NZD,30-Apr-11,1183
DEALID64137,AED,OMR,01-May-11,1183
DEALID64138,AFN,PAB,02-May-11,1183
DEALID64139,ALL,PEN,03-May-11,1183
DEALID64140,AMD,PGK,04-May-11,1183
DEALID64141,ANG,PHP,05-May-11,1183
DEALID64142,AOA,PKR,06-May-11,1183
DEALID64143,ARS,PLN,07-May-11,1183
DEALID64144,AUD,PYG,08-May-11,1183
DEALID64145,AWG,QAR,09-May-11,1183
DEALID64146,AZN,RON,10-May-11,1183
DEALID64147,BAM,RSD,11-May-11,1183
DEALID64148,BBD,RUB,12-May-11,1183
DEALID64149,BDT,RWF,13-May-11,1183
DEALID64150,BGN,SAR,14-May-11,1183
DEALID64151,BHD,SBD,15-May-11,1183
DEALID64152,BIF,SCR,16-May-11,1183
DEALID64153,BMD,SDG,17-May-11,1183
DEALID64154,BND,SEK,18-May-11,1183
DEALID64155,BOB,SGD,19-May-11,1183
DEALID64156,BOV,SHP,20-May-11,1183
DEALID64157,BRL,SLL,21-May-11,1183
DEALID64158,BSD,SOS,22-May-11,1183
DEALID64159,BTN,SRD,23-May-11,1183
DEALID64160,BWP,SSP,24-May-11,1183
DEALID64161,BYN,STD,25-May-11,1183
DEALID64162,BZD,SVC,26-May-11,1183
DEALID64163,CAD,SYP,27-May-11,1183
DEALID64164,CDF,SZL,28-May-11,1183
DEALID64165,CHE,THB,29-May-11,1183
DEALID64166,CHF,TJS,30-May-11,1183
DEALID64167,CHW,TMT,31-May-11,1183
DEALID64168,CLF,TND,01-Jun-11,1183
DEALID64169,CLP,TOP,02-Jun-11,1183
DEALID64170,CNY,TRY,03-Jun-11,1183
DEALID64171,COP,TTD,04-Jun-11,1183
DEALID64172,COU,TWD,05-Jun-11,1183
DEALID64173,CRC,TZS,06-Jun-11,1183
DEALID64174,CUC,UAH,07-Jun-11,1183
DEALID64175,CUP,UGX,08-Jun-11,1183
DEALID64176,CVE,USD,09-Jun-11,1183
DEALID64177,CZK,USN,10-Jun-11,1183
DEALID64178,DJF,UYI,11-Jun-11,1183
DEALID64179,DKK,UYU,12-Jun-11,1183
DEALID64180,DOP,UZS,13-Jun-11,1183
DEALID64181,DZD,VEF,14-Jun-11,1183
DEALID64182,EGP,VND,15-Jun-11,1183
DEALID64183,ERN,VUV,16-Jun-11,1183
DEALID64184,ETB,WST,17-Jun-11,1183
DEALID64185,EUR,XAF,18-Jun-11,1183
DEALID64186,FJD,XAG,19-Jun-11,1183
DEALID64187,FKP,XAU,20-Jun-11,1183
DEALID64188,GBP,XBA,21-Jun-11,1183
DEALID64189,GEL,XBB,22-Jun-11,1183
DEALID64190,GHS,XBC,23-Jun-11,1183
DEALID64191,GIP,XBD,24-Jun-11,1183
DEALID64192,GMD,XCD,25-Jun-11,1183
DEALID64193,GNF,XDR,26-Jun-11,1183
DEALID64194,GTQ,XOF,27-Jun-11,1183
DEALID64195,GYD,XPD,28-Jun-11,1183
DEALID64196,HKD,XPF,29-Jun-11,1183
DEALID64197,HNL,XPT,30-Jun-11,1183
DEALID64198,HRK,XSU,01-Jul-11,1183
DEALID64199,HTG,XTS,02-Jul-11,1183
DEALID64200,HUF,XUA,03-Jul-11,1183
DEALID64201,IDR,XXX,04-Jul-11,1183
DEALID64202,ILS,YER,05-Jul-11,1183
DEALID64203,INR,ZAR,06-Jul-11,1183
DEALID64204,IQD,ZMW,07-Jul-11,1183
DEALID64205,IRR,ZWL,08-Jul-11,1183
DEALID64206,ISK,,09-Jul-11,1183
DEALID64207,JMD,AED,10-Jul-11,1183
DEALID64208,JOD,AFN,11-Jul-11,1183
DEALID64209,JPY,ALL,12-Jul-11,1183
DEALID64210,KES,AMD,13-Jul-11,1183
DEALID64211,KGS,ANG,14-Jul-11,1183
DEALID64212,KHR,AOA,15-Jul-11,1183
DEALID64213,KMF,ARS,16-Jul-11,1183
DEALID64214,KPW,AUD,17-Jul-11,1183
DEALID64215,KRW,AWG,18-Jul-11,1183
DEALID64216,KWD,AZN,19-Jul-11,1183
DEALID64217,KYD,BAM,20-Jul-11,1183
DEALID64218,KZT,BBD,21-Jul-11,1183
DEALID64219,LAK,BDT,22-Jul-11,1183
DEALID64220,LBP,BGN,23-Jul-11,1183
DEALID64221,LKR,BHD,24-Jul-11,1183
DEALID64222,LRD,BIF,25-Jul-11,1183
DEALID64223,LSL,BMD,26-Jul-11,1183
DEALID64224,LYD,BND,27-Jul-11,1183
DEALID64225,MAD,BOB,28-Jul-11,1183
DEALID64226,MDL,BOV,29-Jul-11,1183
DEALID64227,MGA,BRL,30-Jul-11,1183
DEALID64228,MKD,BSD,31-Jul-11,1183
DEALID64229,MMK,BTN,01-Aug-11,1183
DEALID64230,MNT,BWP,02-Aug-11,1183
DEALID64231,MOP,BYN,03-Aug-11,1183
DEALID64232,MRO,BZD,04-Aug-11,1183
DEALID64233,MUR,CAD,05-Aug-11,1183
DEALID64234,MVR,CDF,06-Aug-11,1183
DEALID64235,MWK,CHE,07-Aug-11,1183
DEALID64236,MXN,CHF,08-Aug-11,1183
DEALID64237,MXV,CHW,09-Aug-11,1183
DEALID64238,MYR,CLF,10-Aug-11,1183
DEALID64239,MZN,CLP,11-Aug-11,1183
DEALID64240,NAD,CNY,12-Aug-11,1183
DEALID64241,NGN,COP,13-Aug-11,1183
DEALID64242,NIO,COU,14-Aug-11,1183
DEALID64243,NOK,CRC,15-Aug-11,1183
DEALID64244,NPR,CUC,16-Aug-11,1183
DEALID64245,NZD,CUP,17-Aug-11,1183
DEALID64246,OMR,CVE,18-Aug-11,1183
DEALID64247,PAB,CZK,19-Aug-11,1183
DEALID64248,PEN,DJF,20-Aug-11,1183
DEALID64249,PGK,DKK,21-Aug-11,1183
DEALID64250,PHP,DOP,22-Aug-11,1183
DEALID64251,PKR,DZD,23-Aug-11,1183
DEALID64252,PLN,EGP,24-Aug-11,1183
DEALID64253,PYG,ERN,25-Aug-11,1183
DEALID64254,QAR,ETB,26-Aug-11,1183
DEALID64255,RON,EUR,27-Aug-11,1183
DEALID64256,RSD,FJD,28-Aug-11,1183
DEALID64257,RUB,FKP,29-Aug-11,1183
DEALID64258,RWF,GBP,30-Aug-11,1183
DEALID64259,SAR,GEL,31-Aug-11,1183
DEALID64260,SBD,GHS,01-Sep-11,1183
DEALID64261,SCR,GIP,02-Sep-11,1183
DEALID64262,SDG,GMD,03-Sep-11,1183
DEALID64263,SEK,GNF,04-Sep-11,1183
DEALID64264,SGD,GTQ,05-Sep-11,1183
DEALID64265,SHP,GYD,06-Sep-11,1183
DEALID64266,SLL,HKD,07-Sep-11,1183
DEALID64267,SOS,HNL,15-May-20,1183
DEALID64268,SRD,HRK,01-May-00,1183
DEALID64269,SSP,HTG,06-Sep-11,1183
DEALID64270,STD,HUF,,1183
DEALID64271,SVC,IDR,06-Sep-11,1183
DEALID64272,SYP,ILS,,1183
DEALID64273,SZL,INR,12-Sep-11,1183
DEALID64274,THB,IQD,12-Sep-11,1183
DEALID64275,TJS,IRR,07-Sep-11,1183
DEALID64276,TMT,ISK,08-Sep-11,1183
DEALID64277,TND,JMD,09-Sep-11,1183
DEALID64278,TOP,JOD,10-Sep-11,1183
DEALID64279,TRY,JPY,11-Sep-11,1183
DEALID64280,TTD,KES,12-Sep-11,1183
DEALID64281,TWD,KGS,13-Sep-11,1183
DEALID64282,TZS,KHR,14-Sep-11,1183
DEALID64283,UAH,KMF,15-Sep-11,1183
DEALID64284,UGX,KPW,16-Sep-11,1183
DEALID64285,USD,KRW,17-Sep-11,1183
DEALID64286,USN,KWD,18-Sep-11,1183
DEALID64287,UYI,KYD,19-Sep-11,1183
DEALID64288,UYU,KZT,20-Sep-11,1183
DEALID64289,UZS,LAK,21-Sep-11,1183
DEALID64290,VEF,LBP,22-Sep-11,1183
DEALID64291,VND,LKR,23-Sep-11,1183
DEALID64292,VUV,LRD,24-Sep-11,1183
DEALID64293,WST,LSL,25-Sep-11,1183
DEALID64294,XAF,LYD,26-Sep-11,1183
DEALID64295,XAG,MAD,27-Sep-11,1183
DEALID64296,XAU,MDL,28-Sep-11,1183
DEALID64297,XBA,MGA,29-Sep-11,1183
DEALID64298,XBB,MKD,30-Sep-11,1183
DEALID64299,XBC,MMK,01-Oct-11,1183
DEALID64300,XBD,MNT,02-Oct-11,1183
DEALID64301,XCD,MOP,03-Oct-11,1183
DEALID64302,XDR,MRO,04-Oct-11,1183
DEALID64303,XOF,MUR,05-Oct-11,1183
DEALID64304,XPD,MVR,06-Oct-11,1183
DEALID64305,XPF,MWK,07-Oct-11,1183
DEALID64306,XPT,MXN,08-Oct-11,1183
DEALID64307,XSU,MXV,09-Oct-11,1183
DEALID64308,XTS,MYR,10-Oct-11,1183
DEALID64309,XUA,MZN,11-Oct-11,1183
DEALID64310,XXX,NAD,12-Oct-11,1183
DEALID64311,YER,NGN,13-Oct-11,1183
DEALID64312,ZAR,NIO,14-Oct-11,1183
DEALID64313,ZMW,NOK,15-Oct-11,1183
DEALID64314,ZWL,NPR,16-Oct-11,1183
DEALID64315,,NZD,17-Oct-11,1183
DEALID64316,,OMR,18-Oct-11,1183
DEALID64317,,PAB,19-Oct-11,1183
DEALID64318,,PEN,20-Oct-11,1183
DEALID64319,,PGK,21-Oct-11,1183
DEALID64320,,PHP,22-Oct-11,1183
DEALID64321,,PKR,23-Oct-11,1183
DEALID64322,,PLN,24-Oct-11,1183
DEALID64323,,PYG,25-Oct-11,1183
DEALID64324,,QAR,26-Oct-11,1183
DEALID64325,,RON,27-Oct-11,1183
DEALID64326,,RSD,28-Oct-11,1183
DEALID64327,,RUB,29-Oct-11,1183
DEALID64328,,RWF,30-Oct-11,1183
DEALID64329,,SAR,31-Oct-11,1183
DEALID64330,,SBD,01-Nov-11,1183
DEALID64331,,SCR,02-Nov-11,1183
DEALID64332,,SDG,03-Nov-11,1183
DEALID64333,,SEK,04-Nov-11,1183
DEALID64334,,SGD,05-Nov-11,1183
DEALID64335,,SHP,06-Nov-11,1183
DEALID64336,,SLL,07-Nov-11,1183
DEALID64337,,SOS,08-Nov-11,1183
DEALID64338,,SRD,09-Nov-11,1183
DEALID64339,,SSP,10-Nov-11,1183
DEALID64340,,STD,11-Nov-11,1183
DEALID64341,,SVC,12-Nov-11,1183
DEALID64342,,SYP,13-Nov-11,1183
DEALID64343,,SZL,14-Nov-11,1183
DEALID64344,,THB,15-Nov-11,1183
DEALID64345,,TJS,16-Nov-11,1183
DEALID64346,,TMT,17-Nov-11,1183
DEALID64347,,TND,18-Nov-11,1183
DEALID64348,,TOP,19-Nov-11,1183
DEALID64349,,TRY,20-Nov-11,1183
DEALID64350,,TTD,21-Nov-11,1183
DEALID64351,,TWD,22-Nov-11,1183
DEALID64352,,TZS,23-Nov-11,1183
DEALID64353,,UAH,24-Nov-11,1183
DEALID64354,,UGX,25-Nov-11,1183
DEALID64355,,USD,26-Nov-11,1183
DEALID64356,,USN,27-Nov-11,1183
DEALID64357,,UYI,28-Nov-11,1183
DEALID64358,,UYU,29-Nov-11,1183
DEALID64359,,UZS,30-Nov-11,1183
DEALID64360,,VEF,01-Dec-11,1183
DEALID64361,,VND,02-Dec-11,1183
DEALID64362,,VUV,03-Dec-11,1183
DEALID64363,,WST,04-Dec-11,1183
DEALID64364,,XAF,05-Dec-11,1183
DEALID64365,,XAG,06-Dec-11,1183
DEALID64366,,XAU,07-Dec-11,1183
DEALID64367,,XBA,08-Dec-11,1183
DEALID64368,,XBB,09-Dec-11,1183
DEALID64369,,XBC,10-Dec-11,1183
DEALID64370,,XBD,11-Dec-11,1183
DEALID64371,,XCD,12-Dec-11,1183
DEALID64372,,XDR,13-Dec-11,1183
DEALID64373,AED,XOF,14-Dec-11,1183
DEALID64374,AFN,XPD,15-Dec-11,1183
DEALID64375,ALL,XPF,16-Dec-11,1183
DEALID64376,AMD,XPT,17-Dec-11,1183
DEALID64377,ANG,XSU,18-Dec-11,1183
DEALID64378,AOA,XTS,19-Dec-11,1183
DEALID64379,ARS,XUA,20-Dec-11,1183
DEALID64380,AUD,XXX,21-Dec-11,1183
DEALID64381,AWG,YER,22-Dec-11,1183
DEALID64382,AZN,ZAR,23-Dec-11,1183
DEALID64383,BAM,ZMW,24-Dec-11,1183
DEALID64384,BBD,ZWL,25-Dec-11,1183
DEALID64385,BDT,,26-Dec-11,1183
DEALID64386,BGN,,27-Dec-11,1183
DEALID64387,BHD,AED,28-Dec-11,1183
DEALID64388,BIF,AFN,29-Dec-11,1183
DEALID64389,BMD,ALL,30-Dec-11,1183
DEALID64390,BND,AMD,31-Dec-11,1183
DEALID64391,BOB,ANG,01-Jan-12,1183
DEALID64392,BOV,AOA,02-Jan-12,1183
DEALID64393,BRL,ARS,03-Jan-12,1183
DEALID64394,BSD,AUD,04-Jan-12,1183
DEALID64395,BTN,AWG,05-Jan-12,1183
DEALID64396,BWP,AZN,06-Jan-12,1183
DEALID64397,BYN,BAM,07-Jan-12,1183
DEALID64398,BZD,BBD,08-Jan-12,1183
DEALID64399,CAD,BDT,09-Jan-12,1183
DEALID64400,CDF,BGN,10-Jan-12,1183
DEALID64401,CHE,BHD,11-Jan-12,1183
DEALID64402,CHF,BIF,12-Jan-12,1183
DEALID64403,CHW,BMD,13-Jan-12,1183
DEALID64404,CLF,BND,14-Jan-12,1183
DEALID64405,CLP,BOB,15-Jan-12,1183
DEALID64406,CNY,BOV,16-Jan-12,1183
DEALID64407,COP,BRL,17-Jan-12,1183
DEALID64408,COU,BSD,18-Jan-12,1183
DEALID64409,CRC,BTN,19-Jan-12,1183
DEALID64410,CUC,BWP,20-Jan-12,1183
DEALID64411,CUP,BYN,21-Jan-12,1183
DEALID64412,CVE,BZD,22-Jan-12,1183
DEALID64413,CZK,CAD,23-Jan-12,1183
DEALID64414,DJF,CDF,24-Jan-12,1183
DEALID64415,DKK,CHE,25-Jan-12,1183
DEALID64416,DOP,CHF,26-Jan-12,1183
DEALID64417,DZD,CHW,27-Jan-12,1183
DEALID64418,EGP,CLF,28-Jan-12,1183
DEALID64419,ERN,CLP,29-Jan-12,1183
DEALID64420,ETB,CNY,30-Jan-12,1183
DEALID64421,EUR,COP,31-Jan-12,1183
DEALID64422,FJD,COU,01-Feb-12,1183
DEALID64423,FKP,CRC,02-Feb-12,1183
DEALID64424,GBP,CUC,03-Feb-12,1183
DEALID64425,GEL,CUP,04-Feb-12,1183
DEALID64426,GHS,CVE,05-Feb-12,1183
DEALID64427,GIP,CZK,06-Feb-12,1183
DEALID64428,GMD,DJF,07-Feb-12,1183
DEALID64429,GNF,DKK,08-Feb-12,1183
DEALID64430,GTQ,DOP,09-Feb-12,1183
DEALID64431,GYD,DZD,10-Feb-12,1183
DEALID64432,HKD,EGP,11-Feb-12,1183
DEALID64433,HNL,ERN,12-Feb-12,1183
DEALID64434,HRK,ETB,13-Feb-12,1183
DEALID64435,HTG,EUR,14-Feb-12,1183
DEALID64436,HUF,FJD,15-Feb-12,1183
DEALID64437,IDR,FKP,16-Feb-12,1183
DEALID64438,ILS,GBP,17-Feb-12,1183
DEALID64439,INR,GEL,18-Feb-12,1183
DEALID64440,IQD,GHS,19-Feb-12,1183
DEALID64441,IRR,GIP,20-Feb-12,1183
DEALID64442,ISK,GMD,21-Feb-12,1183
DEALID64443,JMD,GNF,22-Feb-12,1183
DEALID64444,JOD,GTQ,23-Feb-12,1183
DEALID64445,JPY,GYD,24-Feb-12,1183
DEALID64446,KES,HKD,25-Feb-12,1183
DEALID64447,KGS,HNL,26-Feb-12,1183
DEALID64448,KHR,HRK,27-Feb-12,1183
DEALID64449,KMF,HTG,28-Feb-12,1183
DEALID64450,KPW,HUF,29-Feb-12,1183
DEALID64451,KRW,IDR,01-Mar-12,1183
DEALID64452,KWD,ILS,02-Mar-12,1183
DEALID64453,KYD,INR,03-Mar-12,1183
DEALID64454,KZT,IQD,04-Mar-12,1183
DEALID64455,LAK,IRR,05-Mar-12,1183
DEALID64456,LBP,ISK,06-Mar-12,1183
DEALID64457,LKR,JMD,07-Mar-12,1183
DEALID64458,LRD,JOD,08-Mar-12,1183
DEALID64459,LSL,JPY,09-Mar-12,1183
DEALID64460,LYD,KES,10-Mar-12,1183
DEALID64461,MAD,KGS,11-Mar-12,1183
DEALID64462,MDL,KHR,12-Mar-12,1183
DEALID64463,MGA,KMF,13-Mar-12,1183
DEALID64464,MKD,KPW,14-Mar-12,1183
DEALID64465,MMK,KRW,15-Mar-12,1183
DEALID64466,MNT,KWD,16-Mar-12,1183
DEALID64467,MOP,KYD,17-Mar-12,1183
DEALID64468,MRO,KZT,18-Mar-12,1183
DEALID64469,MUR,LAK,19-Mar-12,1183
DEALID64470,MVR,LBP,20-Mar-12,1183
DEALID64471,MWK,LKR,21-Mar-12,1183
DEALID64472,MXN,LRD,22-Mar-12,1183
DEALID64473,MXV,LSL,23-Mar-12,1183
DEALID64474,MYR,LYD,24-Mar-12,1183
DEALID64475,MZN,MAD,25-Mar-12,1183
DEALID64476,NAD,MDL,26-Mar-12,1183
DEALID64477,NGN,MGA,27-Mar-12,1183
DEALID64478,NIO,MKD,28-Mar-12,1183
DEALID64479,NOK,MMK,29-Mar-12,1183
DEALID64480,NPR,MNT,30-Mar-12,1183
DEALID64481,NZD,MOP,31-Mar-12,1183
DEALID64482,OMR,MRO,01-Apr-12,1183
DEALID64483,PAB,MUR,02-Apr-12,1183
DEALID64484,PEN,MVR,03-Apr-12,1183
DEALID64485,PGK,MWK,04-Apr-12,1183
DEALID64486,PHP,MXN,05-Apr-12,1183
DEALID64487,PKR,MXV,06-Apr-12,1183
DEALID64488,PLN,MYR,07-Apr-12,1183
DEALID64489,PYG,MZN,08-Apr-12,1183
DEALID64490,QAR,NAD,09-Apr-12,1183
DEALID64491,RON,NGN,10-Apr-12,1183
DEALID64492,RSD,NIO,11-Apr-12,1183
DEALID64493,RUB,NOK,12-Apr-12,1183
DEALID64494,RWF,NPR,13-Apr-12,1183
DEALID64495,SAR,NZD,14-Apr-12,1183
DEALID64496,SBD,OMR,15-Apr-12,1183
DEALID64497,SCR,PAB,16-Apr-12,1183
DEALID64498,SDG,PEN,17-Apr-12,1183
DEALID64499,SEK,PGK,18-Apr-12,1183
DEALID64500,SGD,PHP,19-Apr-12,1183
DEALID64501,SHP,PKR,20-Apr-12,1183
DEALID64502,SLL,PLN,21-Apr-12,1183
DEALID64503,SOS,PYG,22-Apr-12,1183
DEALID64504,SRD,QAR,23-Apr-12,1183
DEALID64505,SSP,RON,24-Apr-12,1183
DEALID64506,STD,RSD,25-Apr-12,1183
DEALID64507,SVC,RUB,26-Apr-12,1183
DEALID64508,SYP,RWF,27-Apr-12,1183
DEALID64509,SZL,SAR,28-Apr-12,1183
DEALID64510,THB,SBD,29-Apr-12,1183
DEALID64511,TJS,SCR,30-Apr-12,1183
DEALID64512,TMT,SDG,01-May-12,1183
DEALID64513,TND,SEK,02-May-12,1183
DEALID64514,TOP,SGD,03-May-12,1183
DEALID64515,TRY,SHP,04-May-12,1183
DEALID64516,TTD,SLL,05-May-12,1183
DEALID64517,TWD,SOS,06-May-12,1183
DEALID64518,TZS,SRD,07-May-12,1183
DEALID64519,UAH,SSP,08-May-12,1183
DEALID64520,UGX,STD,09-May-12,1183
DEALID64521,USD,SVC,10-May-12,1183
DEALID64522,USN,SYP,11-May-12,1183
DEALID64523,UYI,SZL,12-May-12,1183
DEALID64524,UYU,THB,13-May-12,1183
DEALID64525,UZS,TJS,14-May-12,1183
DEALID64526,VEF,TMT,15-May-12,1183
DEALID64527,VND,TND,16-May-12,1183
DEALID64528,VUV,TOP,17-May-12,1183
DEALID64529,WST,TRY,18-May-12,1183
DEALID64530,XAF,TTD,19-May-12,1183
DEALID64531,XAG,TWD,20-May-12,1183
DEALID64532,XAU,TZS,21-May-12,1183
DEALID64533,XBA,UAH,22-May-12,1183
DEALID64534,XBB,UGX,23-May-12,1183
DEALID64535,XBC,USD,24-May-12,1183
DEALID64536,XBD,USN,25-May-12,1183
DEALID64537,XCD,UYI,26-May-12,1183
DEALID64538,XDR,UYU,27-May-12,1183
DEALID64539,XOF,UZS,28-May-12,1183
DEALID64540,XPD,VEF,29-May-12,1183
DEALID64541,XPF,VND,30-May-12,1183
DEALID64542,XPT,VUV,31-May-12,1183
DEALID64543,XSU,WST,01-Jun-12,1183
DEALID64544,XTS,XAF,02-Jun-12,1183
DEALID64545,XUA,XAG,03-Jun-12,1183
DEALID64546,XXX,XAU,04-Jun-12,1183
DEALID64547,YER,XBA,05-Jun-12,1183
DEALID64548,ZAR,XBB,06-Jun-12,1183
DEALID64549,ZMW,XBC,07-Jun-12,1183
DEALID64550,ZWL,XBD,08-Jun-12,1183
DEALID64551,,XCD,09-Jun-12,1183
DEALID64552,AED,XDR,10-Jun-12,1183
DEALID64553,AFN,XOF,11-Jun-12,1183
DEALID64554,ALL,XPD,12-Jun-12,1183
DEALID64555,AMD,XPF,13-Jun-12,1183
DEALID64556,ANG,XPT,14-Jun-12,1183
DEALID64557,AOA,XSU,15-Jun-12,1183
DEALID64558,ARS,XTS,16-Jun-12,1183
DEALID64559,AUD,XUA,17-Jun-12,1183
DEALID64560,AWG,XXX,18-Jun-12,1183
DEALID64561,AZN,YER,19-Jun-12,1183
DEALID64562,BAM,ZAR,20-Jun-12,1183
DEALID64563,BBD,ZMW,21-Jun-12,1183
DEALID64564,BDT,ZWL,22-Jun-12,1183
DEALID64565,BGN,,23-Jun-12,1183
DEALID64566,BHD,AED,24-Jun-12,1183
DEALID64567,BIF,AFN,25-Jun-12,1183
DEALID64568,BMD,ALL,26-Jun-12,1183
DEALID64569,BND,AMD,27-Jun-12,1183
DEALID64570,BOB,ANG,28-Jun-12,1183
DEALID64571,BOV,AOA,29-Jun-12,1183
DEALID64572,BRL,ARS,30-Jun-12,1183
DEALID64573,BSD,AUD,01-Jul-12,1183
DEALID64574,BTN,AWG,02-Jul-12,1183
DEALID64575,BWP,AZN,03-Jul-12,1183
DEALID64576,BYN,BAM,04-Jul-12,1183
DEALID64577,BZD,BBD,05-Jul-12,1183
DEALID64578,CAD,BDT,06-Jul-12,1183
DEALID64579,CDF,BGN,07-Jul-12,1183
DEALID64580,CHE,BHD,08-Jul-12,1183
DEALID64581,CHF,BIF,09-Jul-12,1183
DEALID64582,CHW,BMD,10-Jul-12,1183
DEALID64583,CLF,BND,11-Jul-12,1183
DEALID64584,CLP,BOB,12-Jul-12,1183
DEALID64585,CNY,BOV,13-Jul-12,1183
DEALID64586,COP,BRL,14-Jul-12,1183
DEALID64587,COU,BSD,15-Jul-12,1183
DEALID64588,CRC,BTN,16-Jul-12,1183
DEALID64589,CUC,BWP,17-Jul-12,1183
DEALID64590,CUP,BYN,18-Jul-12,1183
DEALID64591,CVE,BZD,19-Jul-12,1183
DEALID64592,CZK,CAD,20-Jul-12,1183
DEALID64593,DJF,CDF,21-Jul-12,1183
DEALID64594,DKK,CHE,22-Jul-12,1183
DEALID64595,DOP,CHF,23-Jul-12,1183
DEALID64596,DZD,CHW,24-Jul-12,1183
DEALID64597,EGP,CLF,25-Jul-12,1183
DEALID64598,ERN,CLP,26-Jul-12,1183
DEALID64599,ETB,CNY,27-Jul-12,1183
DEALID64600,EUR,COP,28-Jul-12,1183
DEALID64601,FJD,COU,29-Jul-12,1183
DEALID64602,FKP,CRC,30-Jul-12,1183
DEALID64603,GBP,CUC,31-Jul-12,1183
DEALID64604,GEL,CUP,01-Aug-12,1183
DEALID64605,GHS,CVE,02-Aug-12,1183
DEALID64606,GIP,CZK,03-Aug-12,1183
DEALID64607,GMD,DJF,04-Aug-12,1183
DEALID64608,GNF,DKK,05-Aug-12,1183
DEALID64609,GTQ,DOP,06-Aug-12,1183
DEALID64610,GYD,DZD,07-Aug-12,1183
DEALID64611,HKD,EGP,08-Aug-12,1183
DEALID64612,HNL,ERN,09-Aug-12,1183
